mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
11353,28,Elsh Kriegsmesser,1,false,72000,Main Weapon,Kriegsmesser,1,8
11355,0,Azwell Kriegsmesser,1,false,18900,Main Weapon,Kriegsmesser,1,8
11356,0,Ain Kriegsmesser,1,false,377000,Main Weapon,Kriegsmesser,1,8
11357,52,Seleth Kriegsmesser,1,false,73500,Main Weapon,Kriegsmesser,1,8
11359,18,Liverto Kriegsmesser,2,false,5950000,Main Weapon,Kriegsmesser,1,8
11360,13,Kzarka Kriegsmesser,3,false,241000000,Main Weapon,Kriegsmesser,1,8
11362,0,Kalis Kriegsmesser,1,false,242000,Main Weapon,Kriegsmesser,1,8
11363,2,Bares Kriegsmesser,1,false,267000,Main Weapon,Kriegsmesser,1,8
11364,30,Yuria Kriegsmesser,1,false,246000,Main Weapon,Kriegsmesser,1,8
11370,26,Krea Kriegsmesser,1,false,39500,Main Weapon,Kriegsmesser,1,8
11371,5,Rosar Kriegsmesser,1,false,345000,Main Weapon,Kriegsmesser,1,8
11372,4,Styd Kriegsmesser,1,false,23500,Main Weapon,Kriegsmesser,1,8
11373,0,Ultimate Styd Kriegsmesser,2,false,55500,Main Weapon,Kriegsmesser,1,8
11436,4,Offin Tett's Radiant Kriegsmesser,3,false,122000000,Main Weapon,Kriegsmesser,1,8
715016,5,Blackstar Kriegsmesser,4,false,580000000,Main Weapon,Kriegsmesser,1,8
736022,3,Godr-Ayed Kriegsmesser,4,true,11600000000,Main Weapon,Kriegsmesser,1,8
