mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
52601,Shabby Leather Barding,0,false,Mount,Barding,65,4
52602,Light Hide Barding,1,false,Mount,Barding,65,4
52603,Steel Combat Barding,1,false,Mount,Barding,65,4
52604,Light Leather Barding of Storm,1,false,Mount,Barding,65,4
52605,Steel Barding of Fighting Spirit,1,false,Mount,Barding,65,4
52606,Granverre Leather Barding,2,false,Mount,Barding,65,4
52609,Krogdalo's Barding - Earth,3,false,Mount,Barding,65,4
52612,Krogdalo's Barding - Wind,3,false,Mount,Barding,65,4
52615,Krogdalo's Barding - Sea,3,false,Mount,Barding,65,4
52618,[Donkey] Light Leather Barding,1,false,Mount,Barding,65,4
52619,[Donkey] Shabby Leather Barding,0,false,Mount,Barding,65,4
52620,[Donkey] Steel Combat Barding,1,false,Mount,Barding,65,4
52621,[Donkey] Granverre Leather Barding,2,false,Mount,Barding,65,4
52622,[Donkey] Krogdalo's Barding,3,false,Mount,Barding,65,4
