mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
4987,0,Concentrated Magical Black Gem,4,false,9350000,Enhancement/Upgrade,Black Stone,30,1
4997,1646,Hard Black Crystal Shard,2,false,1400000,Enhancement/Upgrade,Black Stone,30,1
4998,1486,Sharp Black Crystal Shard,2,false,2830000,Enhancement/Upgrade,Black Stone,30,1
4999,2519,Black Gem Fragment,2,false,515000,Enhancement/Upgrade,Black Stone,30,1
5000,76,Black Gem,3,false,935000,Enhancement/Upgrade,Black Stone,30,1
16001,2102,Black Stone (Weapon),4,false,129000,Enhancement/Upgrade,Black Stone,30,1
16002,4198,Black Stone (Armor),4,false,125000,Enhancement/Upgrade,Black Stone,30,1
16004,5728,Concentrated Magical Black Stone (Weapon),4,false,3590000,Enhancement/Upgrade,Black Stone,30,1
16005,2824,Concentrated Magical Black Stone (Armor),4,false,1930000,Enhancement/Upgrade,Black Stone,30,1
44195,0,Memory Fragment,0,false,2800000,Enhancement/Upgrade,Black Stone,30,1
721003,0,Caphras Stone,2,false,2800000,Enhancement/Upgrade,Black Stone,30,1
