mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
46738,0,[Valencian Dye] True Red,3,false,20900000,Dye,Valencia,60,8
46750,0,[Valencian Dye] True Orange,3,false,20900000,Dye,Valencia,60,8
46762,0,[Valencian Dye] True Yellow,3,false,20900000,Dye,Valencia,60,8
46774,0,[Valencian Dye] True Lime,3,false,20900000,Dye,Valencia,60,8
46786,0,[Valencian Dye] True Mint,3,false,20900000,Dye,Valencia,60,8
46798,0,[Valencian Dye] True Aqua,3,false,20900000,Dye,Valencia,60,8
46810,0,[Valencian Dye] True Sky,3,false,20900000,Dye,Valencia,60,8
46822,0,[Valencian Dye] True Indigo,3,false,20900000,Dye,Valencia,60,8
46834,0,[Valencian Dye] True Purple,3,false,20900000,Dye,Valencia,60,8
46846,0,[Valencian Dye] True Deep Pink,3,false,20900000,Dye,Valencia,60,8
46854,0,[Valencian Dye] Black,3,false,20900000,Dye,Valencia,60,8
