mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
692004,Elsh Shamshir,1,false,Main Weapon,Shamshir,1,14
692006,Azwell Shamshir,1,false,Main Weapon,Shamshir,1,14
692007,Ain Shamshir,1,false,Main Weapon,Shamshir,1,14
692008,Seleth Shamshir,1,false,Main Weapon,Shamshir,1,14
692010,Liverto Shamshir,2,false,Main Weapon,Shamshir,1,14
692011,Kzarka Shamshir,3,false,Main Weapon,Shamshir,1,14
692013,Kalis Shamshir,1,false,Main Weapon,Shamshir,1,14
692014,Bares Shamshir,1,false,Main Weapon,Shamshir,1,14
692015,Yuria Shamshir,1,false,Main Weapon,Shamshir,1,14
692016,Krea Shamshir,1,false,Main Weapon,Shamshir,1,14
692017,Rosar Shamshir,1,false,Main Weapon,Shamshir,1,14
692018,Styd Shamshir,1,false,Main Weapon,Shamshir,1,14
692039,Offin Tett's Radiant Shamshir,3,false,Main Weapon,Shamshir,1,14
692045,Blackstar Shamshir,4,false,Main Weapon,Shamshir,1,14
736028,Godr-Ayed Shamshir,4,true,Main Weapon,Shamshir,1,14
