mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
10810,62,Agerian Armor,1,false,22900,Armor,Armor,15,2
10814,14,Taritas Armor,1,false,30200,Armor,Armor,15,2
10818,30,Zereth Armor,1,false,38700,Armor,Armor,15,2
10822,58,Talis Armor,1,false,33100,Armor,Armor,15,2
10890,0,Dobart Armor,1,false,34200,Armor,Armor,15,2
10934,112,Grunil Armor,1,false,140000,Armor,Armor,15,2
10938,29,Rocaba Armor,1,false,44700,Armor,Armor,15,2
11002,198,Hercules' Might Armor,1,false,62000,Armor,Armor,15,2
11006,160,Heve's Strength Armor,1,false,52000,Armor,Armor,15,2
11010,42,Fortuna's Luck Armor,1,false,33100,Armor,Armor,15,2
11014,26,Red Nose's Armor,3,false,375000000,Armor,Armor,15,2
11017,47,Dim Tree Spirit's Armor,3,false,299000000,Armor,Armor,15,2
11071,1084,Lemoria Armor,2,false,970000,Armor,Armor,15,2
14102,1,Steel Taritas Armor,1,false,286000,Armor,Armor,15,2
701012,1236,Akum Armor,2,false,970000,Armor,Armor,15,2
719898,6,Fallen God's Armor,4,false,27200000000,Armor,Armor,15,2
719902,10,Blackstar Armor,4,false,540000000,Armor,Armor,15,2
