mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
6201,28828,Deer Blood,0,false,4900,Material,Blood,25,5
6202,22503,Sheep Blood,0,false,11200,Material,Blood,25,5
6203,0,Fox Blood,0,false,14100,Material,Blood,25,5
6204,0,Rhino Blood,0,false,4840,Material,Blood,25,5
6205,2539,Pig Blood,0,false,2790,Material,Blood,25,5
6206,1496,Ox Blood,0,false,12000,Material,Blood,25,5
6208,465,Lizard Blood,0,false,21200,Material,Blood,25,5
6209,0,Worm Blood,0,false,19400,Material,Blood,25,5
6210,0,Raccoon Blood,0,false,17600,Material,Blood,25,5
6212,0,Weasel Blood,0,false,23300,Material,Blood,25,5
6213,29,Bear Blood,0,false,1910,Material,Blood,25,5
6214,15803,Wolf Blood,0,false,4630,Material,Blood,25,5
6215,2000,Waragon Blood,0,false,12200,Material,Blood,25,5
6216,0,Cheetah Dragon Blood,0,false,19400,Material,Blood,25,5
6217,0,Kuku Bird Blood,0,false,19400,Material,Blood,25,5
6218,0,Flamingo Blood,0,false,22900,Material,Blood,25,5
6219,0,Bat Blood,0,false,21200,Material,Blood,25,5
6220,44289,Troll Blood,0,false,20800,Material,Blood,25,5
6221,579,Ogre Blood,0,false,19200,Material,Blood,25,5
6222,0,Cobra Blood,0,false,22900,Material,Blood,25,5
6223,20675,Lion Blood,0,false,2230,Material,Blood,25,5
6224,0,Scorpion Blood,0,false,23800,Material,Blood,25,5
6225,10939,Yak Blood,0,false,4920,Material,Blood,25,5
6226,0,Marmot Blood,0,false,15000,Material,Blood,25,5
6227,3062,Llama Blood,0,false,8150,Material,Blood,25,5
6228,5388,Goat Blood,0,false,7550,Material,Blood,25,5
6356,15268,Tiger Blood,0,false,3020,Material,Blood,25,5
