mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
16114,0,Bronze Hoe,1,false,74500,Life Tools,Hoe,40,5
16115,106,Steel Hoe,2,false,134000,Life Tools,Hoe,40,5
16116,6,Shining Steel Hoe,3,false,268000,Life Tools,Hoe,40,5
16479,7,Manos Hoe,4,false,241000000,Life Tools,Hoe,40,5
16540,1,Dostter Steel Hoe,2,false,8200000,Life Tools,Hoe,40,5
16813,0,Lucky Hoe,0,false,9250,Life Tools,Hoe,40,5
16814,0,Lucky Bronze Hoe,1,false,173000,Life Tools,Hoe,40,5
16815,0,Lucky Steel Hoe,2,false,525000,Life Tools,Hoe,40,5
16816,0,Lucky Shining Steel Hoe,3,false,1050000,Life Tools,Hoe,40,5
16833,0,Magic Hoe,3,false,115000,Life Tools,Hoe,40,5
720519,0,Loggia Hoe,1,false,560000,Life Tools,Hoe,40,5
