mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
10809,Agerian Helmet,1,false,Armor,Helmet,15,1
10813,Taritas Helmet,1,false,Armor,Helmet,15,1
10817,Zereth Helmet,1,false,Armor,Helmet,15,1
10821,Talis Helmet,1,false,Armor,Helmet,15,1
10889,Dobart Helmet,1,false,Armor,Helmet,15,1
10933,Grunil Helmet,1,false,Armor,Helmet,15,1
10937,Rocaba Helmet,1,false,Armor,Helmet,15,1
11001,Hercules' Might Helmet,1,false,Armor,Helmet,15,1
11005,Heve's Strength Helmet,1,false,Armor,Helmet,15,1
11009,Helmet of Fortuna's Luck,1,false,Armor,Helmet,15,1
11013,Giath's Helmet,3,false,Armor,Helmet,15,1
11070,Lemoria Helmet,2,false,Armor,Helmet,15,1
11101,Griffon's Helmet,3,false,Armor,Helmet,15,1
14101,Steel Taritas Helmet,1,false,Armor,Helmet,15,1
701011,Akum Helmet,2,false,Armor,Helmet,15,1
719897,Labreska's Helmet,4,false,Armor,Helmet,15,1
719901,Blackstar Helmet,4,false,Armor,Helmet,15,1
