mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
19101,[Sorceress] Lumik Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19102,[Sorceress] Lumik Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19103,[Sorceress] Lumik Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19104,[Sorceress] Lumik Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19105,[Sorceress] Bern Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19106,[Sorceress] Bern Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19107,[Sorceress] Bern Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19108,[Sorceress] Bern Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19109,[Sorceress] Eckett Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19110,[Sorceress] Eckett Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19111,[Sorceress] Eckett Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19112,[Sorceress] Eckett Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19117,[Sorceress] Cavaro Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19118,[Sorceress] Cavaro Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19119,[Sorceress] Cavaro Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19120,[Sorceress] Cavaro Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19125,[Sorceress] Clead Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19126,[Sorceress] Clead Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19127,[Sorceress] Clead Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19128,[Sorceress] Clead Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19131,[Sorceress] Lahr Arcien Helmet (R),4,false,Pearl Items,Female Apparel (Individual),55,4
19132,[Sorceress] Lahr Arcien Armor (R),4,false,Pearl Items,Female Apparel (Individual),55,4
19133,[Sorceress] Lahr Arcien Shoes (R),4,false,Pearl Items,Female Apparel (Individual),55,4
19134,[Sorceress] Puff Mini Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19135,[Sorceress] Puff Mini Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19136,[Sorceress] Puff Mini Gloves,4,false,Pearl Items,Female Apparel (Individual),55,4
19137,[Sorceress] Puff Mini Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19138,[Sorceress] Lahr Arcien Helmet (W),4,false,Pearl Items,Female Apparel (Individual),55,4
19139,[Sorceress] Lahr Arcien Armor (W),4,false,Pearl Items,Female Apparel (Individual),55,4
19140,[Sorceress] Lahr Arcien Shoes (W),4,false,Pearl Items,Female Apparel (Individual),55,4
19141,[Sorceress] Grolia Hat,4,false,Pearl Items,Female Apparel (Individual),55,4
19143,[Sorceress] Trilby Headpiece,4,false,Pearl Items,Female Apparel (Individual),55,4
19144,[Sorceress] Atanis Helmet,4,false,Pearl Items,Female Apparel (Individual),55,4
19145,[Sorceress] Atanis Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19146,[Sorceress] Atanis Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19151,[Sorceress] Kibelius Armor,4,false,Pearl Items,Female Apparel (Individual),55,4
19152,[Sorceress] Spring Blossom Headpiece,4,false,Pearl Items,Female Apparel (Individual),55,4
19153,[Sorceress] Spring Blossom Clothes,4,false,Pearl Items,Female Apparel (Individual),55,4
19154,[Sorceress] Spring Blossom Shoes,4,false,Pearl Items,Female Apparel (Individual),55,4
19181,[Sorceress] Lumik Amulet,4,false,Pearl Items,Female Apparel (Individual),55,4
19182,[Sorceress] Bern Amulet,4,false,Pearl Items,Female Apparel (Individual),55,4
