mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
40218,Ancient Relic Crystal Shard,1,false,Consumables,Item Parts,35,7
40220,Forbidden Book,1,false,Consumables,Item Parts,35,7
40228,Scroll Written in Ancient Language,1,false,Consumables,Item Parts,35,7
40258,Black Spirit's Claw Piece,2,false,Consumables,Item Parts,35,7
40383,Manshaum Voodoo Doll,1,false,Consumables,Item Parts,35,7
40543,Fragment of the Deep Sea,1,false,Consumables,Item Parts,35,7
40545,Ancient Creature's Scale,2,false,Consumables,Item Parts,35,7
40547,Ancient Seal - Red Shard,2,false,Consumables,Item Parts,35,7
40548,Ancient Seal - Black Shard,2,false,Consumables,Item Parts,35,7
44280,Ancient Power - Red Shard,2,false,Consumables,Item Parts,35,7
44281,Ancient Power - Black Shard,2,false,Consumables,Item Parts,35,7
44286,Part for Explorer's Compass,2,false,Consumables,Item Parts,35,7
