mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
13403,12,Elsh Crescent Pendulum,1,false,72000,Main Weapon,Crescent Pendulum,1,10
13405,1,Azwell Crescent Pendulum,1,false,18900,Main Weapon,Crescent Pendulum,1,10
13406,0,Ain Crescent Pendulum,1,false,377000,Main Weapon,Crescent Pendulum,1,10
13407,37,Seleth Crescent Pendulum,1,false,73500,Main Weapon,Crescent Pendulum,1,10
13409,55,Liverto Crescent Pendulum,2,false,5950000,Main Weapon,Crescent Pendulum,1,10
13410,16,Kzarka Crescent Pendulum,3,false,241000000,Main Weapon,Crescent Pendulum,1,10
13412,1,Kalis Crescent Pendulum,1,false,242000,Main Weapon,Crescent Pendulum,1,10
13413,0,Bares Crescent Pendulum,1,false,267000,Main Weapon,Crescent Pendulum,1,10
13414,31,Yuria Crescent Pendulum,1,false,246000,Main Weapon,Crescent Pendulum,1,10
13420,29,Krea Crescent Pendulum,1,false,39500,Main Weapon,Crescent Pendulum,1,10
13421,12,Rosar Crescent Pendulum,1,false,345000,Main Weapon,Crescent Pendulum,1,10
13422,0,Styd Crescent Pendulum,1,false,23500,Main Weapon,Crescent Pendulum,1,10
13423,0,Ultimate Styd Crescent Pendulum,2,false,55500,Main Weapon,Crescent Pendulum,1,10
13487,4,Offin Tett's Radiant Crescent Pendulum,3,false,122000000,Main Weapon,Crescent Pendulum,1,10
715019,11,Blackstar Crescent Pendulum,4,false,580000000,Main Weapon,Crescent Pendulum,1,10
736024,4,Godr-Ayed Crescent Pendulum,4,true,11600000000,Main Weapon,Crescent Pendulum,1,10
