mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
601,0,[Party] Elixir of Amity,1,false,74500,Consumables,Functional Elixir,35,3
602,0,[Party] Improved Elixir of Amity,2,false,260000,Consumables,Functional Elixir,35,3
611,142,[Party] Golden Hand Elixir,1,false,13800,Consumables,Functional Elixir,35,3
612,8176,[Party] Glorious Golden Hand Elixir,2,false,393000,Consumables,Functional Elixir,35,3
621,331,[Party] Elixir of Wings,1,false,72500,Consumables,Functional Elixir,35,3
622,0,[Party] Soaring Wings Elixir,2,false,125000,Consumables,Functional Elixir,35,3
631,1761,[Party] Elixir of Seal,1,false,70000,Consumables,Functional Elixir,35,3
632,0,[Party] Agile Seal Elixir,2,false,126000,Consumables,Functional Elixir,35,3
651,2,[Party] EXP Elixir,1,false,162000,Consumables,Functional Elixir,35,3
652,0,[Party] Splendid EXP Elixir,2,false,225000,Consumables,Functional Elixir,35,3
659,0,[Party] Elixir of Endurance,1,false,102000,Consumables,Functional Elixir,35,3
660,0,[Party] Elixir of Overwhelming Endurance,2,false,160000,Consumables,Functional Elixir,35,3
661,0,[Party] Worker's Elixir,1,false,68000,Consumables,Functional Elixir,35,3
662,5665,[Party] Skilled Worker's Elixir,2,false,206000,Consumables,Functional Elixir,35,3
663,14,[Party] Fisher's Elixir,1,false,83000,Consumables,Functional Elixir,35,3
664,5702,Elixir of Amity,1,false,44400,Consumables,Functional Elixir,35,3
665,2,Improved Elixir of Amity,2,false,237000,Consumables,Functional Elixir,35,3
674,18204,Golden Hand Elixir,1,false,49700,Consumables,Functional Elixir,35,3
675,14634,Glorious Golden Hand Elixir,2,false,188000,Consumables,Functional Elixir,35,3
684,7508,Elixir of Wings,1,false,21300,Consumables,Functional Elixir,35,3
685,0,Soaring Wings Elixir,2,false,75500,Consumables,Functional Elixir,35,3
694,21209,Elixir of Seal,1,false,29200,Consumables,Functional Elixir,35,3
695,7909,Agile Seal Elixir,2,false,52000,Consumables,Functional Elixir,35,3
714,29225,EXP Elixir,1,false,37500,Consumables,Functional Elixir,35,3
715,3,Splendid EXP Elixir,2,false,198000,Consumables,Functional Elixir,35,3
722,29542,Elixir of Endurance,1,false,65500,Consumables,Functional Elixir,35,3
723,0,Elixir of Overwhelming Endurance,2,false,145000,Consumables,Functional Elixir,35,3
