mainKey,sumCount,name,grade,isGodrAyed,minPrice,main_category,sub_category,main_category_id,sub_category_id
45201,8,Imperfect Alchemy Stone of Destruction,0,false,1020000,Alchemy Stone,Destruction,45,1
45202,2,Imperfect Alchemy Stone of Destruction,1,false,2800000,Alchemy Stone,Destruction,45,1
45203,0,Imperfect Alchemy Stone of Destruction,2,false,8150000,Alchemy Stone,Destruction,45,1
45204,0,Imperfect Alchemy Stone of Destruction,3,false,33000000,Alchemy Stone,Destruction,45,1
45205,7,Rough Alchemy Stone of Destruction,0,false,2440000,Alchemy Stone,Destruction,45,1
45206,0,Rough Alchemy Stone of Destruction,1,false,6700000,Alchemy Stone,Destruction,45,1
45207,0,Rough Alchemy Stone of Destruction,2,false,19600000,Alchemy Stone,Destruction,45,1
45208,0,Rough Alchemy Stone of Destruction,3,false,79500000,Alchemy Stone,Destruction,45,1
45209,0,Polished Alchemy Stone of Destruction,0,false,5850000,Alchemy Stone,Destruction,45,1
45210,0,Polished Alchemy Stone of Destruction,1,false,16100000,Alchemy Stone,Destruction,45,1
45211,0,Polished Alchemy Stone of Destruction,2,false,47000000,Alchemy Stone,Destruction,45,1
45212,0,Polished Alchemy Stone of Destruction,3,false,190000000,Alchemy Stone,Destruction,45,1
45213,0,Sturdy Alchemy Stone of Destruction,0,false,14100000,Alchemy Stone,Destruction,45,1
45214,0,Sturdy Alchemy Stone of Destruction,1,false,38600000,Alchemy Stone,Destruction,45,1
45215,0,Sturdy Alchemy Stone of Destruction,2,false,113000000,Alchemy Stone,Destruction,45,1
45216,2,Sturdy Alchemy Stone of Destruction,3,false,386000000,Alchemy Stone,Destruction,45,1
45217,0,Sharp Alchemy Stone of Destruction,0,false,29200000,Alchemy Stone,Destruction,45,1
45218,0,Sharp Alchemy Stone of Destruction,1,false,93000000,Alchemy Stone,Destruction,45,1
45219,0,Sharp Alchemy Stone of Destruction,2,false,269000000,Alchemy Stone,Destruction,45,1
45220,0,Sharp Alchemy Stone of Destruction,3,false,1100000000,Alchemy Stone,Destruction,45,1
45221,0,Resplendent Alchemy Stone of Destruction,0,false,81000000,Alchemy Stone,Destruction,45,1
45222,0,Resplendent Alchemy Stone of Destruction,1,false,222000000,Alchemy Stone,Destruction,45,1
45223,0,Resplendent Alchemy Stone of Destruction,2,false,650000000,Alchemy Stone,Destruction,45,1
45224,0,Resplendent Alchemy Stone of Destruction,3,false,5300000000,Alchemy Stone,Destruction,45,1
45227,0,Splendid Alchemy Stone of Destruction,2,false,1550000000,Alchemy Stone,Destruction,45,1
45228,0,Splendid Alchemy Stone of Destruction,3,false,12700000000,Alchemy Stone,Destruction,45,1
45232,0,Shining Alchemy Stone of Destruction,3,false,30200000000,Alchemy Stone,Destruction,45,1
45332,0,Vell's Heart,4,false,15400000000,Alchemy Stone,Destruction,45,1
45503,0,Khan's Heart: Destruction,4,false,6700000000,Alchemy Stone,Destruction,45,1
