mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
718503,Elsh Florang,1,false,Main Weapon,Florang,1,12
718505,Azwell Florang,1,false,Main Weapon,Florang,1,12
718506,Ain Florang,1,false,Main Weapon,Florang,1,12
718507,Seleth Florang,1,false,Main Weapon,Florang,1,12
718509,Liverto Florang,2,false,Main Weapon,Florang,1,12
718510,Kzarka Florang,3,false,Main Weapon,Florang,1,12
718512,Kalis Florang,1,false,Main Weapon,Florang,1,12
718513,Bares Florang,1,false,Main Weapon,Florang,1,12
718514,Yuria Florang,1,false,Main Weapon,Florang,1,12
718520,Krea Florang,1,false,Main Weapon,Florang,1,12
718521,Rosar Florang,1,false,Main Weapon,Florang,1,12
718522,Styd Florang,1,false,Main Weapon,Florang,1,12
718523,Ultimate Styd Florang,2,false,Main Weapon,Florang,1,12
718586,Offin Tett's Radiant Florang,3,false,Main Weapon,Florang,1,12
718616,Blackstar Florang,4,false,Main Weapon,Florang,1,12
736026,Godr-Ayed Florang,4,true,Main Weapon,Florang,1,12
