mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
730504,Elsh Morning Star,1,false,Main Weapon,Morning Star,1,15
730506,Azwell Morning Star,1,false,Main Weapon,Morning Star,1,15
730507,Ain Morning Star,1,false,Main Weapon,Morning Star,1,15
730508,Seleth Morning Star,1,false,Main Weapon,Morning Star,1,15
730510,Liverto Morning Star,2,false,Main Weapon,Morning Star,1,15
730511,Kzarka Morning Star,3,false,Main Weapon,Morning Star,1,15
730513,Kalis Morning Star,1,false,Main Weapon,Morning Star,1,15
730514,Bares Morning Star,1,false,Main Weapon,Morning Star,1,15
730515,Yuria Morning Star,1,false,Main Weapon,Morning Star,1,15
730516,Krea Morning Star,1,false,Main Weapon,Morning Star,1,15
730517,Rosar Morning Star,1,false,Main Weapon,Morning Star,1,15
730518,Styd Morning Star,1,false,Main Weapon,Morning Star,1,15
730519,Ultimate Styd Morning Star,2,false,Main Weapon,Morning Star,1,15
730539,Offin Tett's Radiant Morning Star,3,false,Main Weapon,Morning Star,1,15
730564,Blackstar Morning Star,4,false,Main Weapon,Morning Star,1,15
736029,Godr-Ayed Morning Star,4,true,Main Weapon,Morning Star,1,15
