mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
6394,Chowder,2,false,Consumables,Food,35,4
9201,Fruit Wine,1,false,Consumables,Food,35,4
9202,Pickled Vegetables,1,false,Consumables,Food,35,4
9203,Cheese Gratin,1,false,Consumables,Food,35,4
9204,Aloe Yogurt,1,false,Consumables,Food,35,4
9205,Aloe Cookie,1,false,Consumables,Food,35,4
9206,Honey Wine,1,false,Consumables,Food,35,4
9207,Sute Tea,2,false,Consumables,Food,35,4
9208,Fish Fillet Chips,1,false,Consumables,Food,35,4
9209,Assorted Side Dishes,1,false,Consumables,Food,35,4
9210,High-Quality Carrot Juice,1,false,Consumables,Food,35,4
9211,Special Carrot Juice,2,false,Consumables,Food,35,4
9213,Beer,1,false,Consumables,Food,35,4
9214,Teff Bread,1,false,Consumables,Food,35,4
9215,Freekeh Snake Stew,1,false,Consumables,Food,35,4
9216,Fig Pie,1,false,Consumables,Food,35,4
9217,Pistachio Fried Rice,1,false,Consumables,Food,35,4
9218,Teff Sandwich,2,false,Consumables,Food,35,4
9219,Date Palm Wine,1,false,Consumables,Food,35,4
9220,Couscous,2,false,Consumables,Food,35,4
9241,Stir-Fried Vegetables,1,false,Consumables,Food,35,4
9255,Grain Soup,1,false,Consumables,Food,35,4
9256,Fried Vegetables,1,false,Consumables,Food,35,4
9257,Fruit Juice,1,false,Consumables,Food,35,4
9258,Fruit and Vegetable Salad,1,false,Consumables,Food,35,4
9259,Fruit Pudding,1,false,Consumables,Food,35,4
9260,Soft Bread,1,false,Consumables,Food,35,4
9261,Oatmeal,1,false,Consumables,Food,35,4
9262,Makgeolli,1,false,Consumables,Food,35,4
9263,Milk Tea,2,false,Consumables,Food,35,4
9264,Fruit Pie,1,false,Consumables,Food,35,4
9265,Meat Pie,1,false,Consumables,Food,35,4
9266,Honeycomb Cookie,1,false,Consumables,Food,35,4
9267,Ham Sandwich,2,false,Consumables,Food,35,4
9268,Cheese Pie,1,false,Consumables,Food,35,4
9269,Omelet,1,false,Consumables,Food,35,4
9270,Tea With Fine Scent,1,false,Consumables,Food,35,4
9271,Crispy Fried Vegetables,2,false,Consumables,Food,35,4
9273,High-Quality Cheese Pie,2,false,Consumables,Food,35,4
9274,Special Fruit Pudding,2,false,Consumables,Food,35,4
9275,Special Grain Soup,2,false,Consumables,Food,35,4
9276,Refined Oatmeal,2,false,Consumables,Food,35,4
9277,Smooth Milk Tea,3,false,Consumables,Food,35,4
9278,Thick Fruit Juice,2,false,Consumables,Food,35,4
9279,Full-bodied Makgeolli,2,false,Consumables,Food,35,4
9280,Luscious Fruit Wine,2,false,Consumables,Food,35,4
9281,Sweet and Sour Pickled Vegetable,2,false,Consumables,Food,35,4
9282,Chewy Cheese Gratin,2,false,Consumables,Food,35,4
9283,Cold Draft Beer,2,false,Consumables,Food,35,4
9284,Crispy Stir-Fried Vegetables,2,false,Consumables,Food,35,4
9285,Fresh Fruit and Vegetable Salad,2,false,Consumables,Food,35,4
9286,Moist Milk Bread,2,false,Consumables,Food,35,4
9287,Sweet Fruit Pie,2,false,Consumables,Food,35,4
9288,Lean Meat Pie,2,false,Consumables,Food,35,4
9289,Crispy Honeycomb Cookie,2,false,Consumables,Food,35,4
9290,High-Quality Ham Sandwich,3,false,Consumables,Food,35,4
9291,Soft Omelet,2,false,Consumables,Food,35,4
9292,Tea with Strong Scent,2,false,Consumables,Food,35,4
9293,Thick Aloe Yogurt,2,false,Consumables,Food,35,4
9294,Sweet Aloe Cookie,2,false,Consumables,Food,35,4
9295,Tangy Honey Wine,2,false,Consumables,Food,35,4
9296,Healthy Sute Tea,3,false,Consumables,Food,35,4
9297,Mouth-watering Fish Fillet Chips,2,false,Consumables,Food,35,4
9298,Plentiful Assorted Side Dishes,2,false,Consumables,Food,35,4
9299,Spongy Teff Bread,2,false,Consumables,Food,35,4
9300,Thick Freekeh Snake Stew,2,false,Consumables,Food,35,4
9301,Sweet Fig Pie,2,false,Consumables,Food,35,4
9302,Savory Pistachio Fried Rice,2,false,Consumables,Food,35,4
9303,Spicy Teff Sandwich,3,false,Consumables,Food,35,4
9304,Mild Date Palm Wine,2,false,Consumables,Food,35,4
9305,Classic Couscous,3,false,Consumables,Food,35,4
9306,Star Anise Tea,0,false,Consumables,Food,35,4
9307,Coconut Cocktail,1,false,Consumables,Food,35,4
9308,Coconut Pasta,1,false,Consumables,Food,35,4
9309,Coconut Fried Fish,1,false,Consumables,Food,35,4
9310,Chilled Coconut Cocktail,2,false,Consumables,Food,35,4
9311,Sweet Coconut Pasta,2,false,Consumables,Food,35,4
9312,Crispy Coconut Fried Fish,2,false,Consumables,Food,35,4
9313,Spirit Essence of Wind,1,false,Consumables,Food,35,4
9314,Spirit Essence of Earth,1,false,Consumables,Food,35,4
9315,Spirit Essence of Water,1,false,Consumables,Food,35,4
9316,Rainbow Button Mushroom Sandwich,1,false,Consumables,Food,35,4
9317,Sweet Rainbow Button Mushroom Sandwich,2,false,Consumables,Food,35,4
9318,Stir-Fried Bracken,1,false,Consumables,Food,35,4
9319,Savory Stir-Fried Bracken,2,false,Consumables,Food,35,4
9321,Carrot Confit,3,false,Consumables,Food,35,4
9323,Delotia Tart,1,false,Consumables,Food,35,4
9324,High-Quality Delotia Tart,2,false,Consumables,Food,35,4
9325,Delotia Pudding,2,false,Consumables,Food,35,4
9326,Blood Red Delotia Pudding,3,false,Consumables,Food,35,4
9327,Delotia Juice,1,false,Consumables,Food,35,4
9328,Chilled Delotia Juice,2,false,Consumables,Food,35,4
9329,Delotia Milk Tea,1,false,Consumables,Food,35,4
9330,Fragrant Delotia Milk Tea,2,false,Consumables,Food,35,4
9331,Stir-Fried Bird,1,false,Consumables,Food,35,4
9332,Savory Stir-Fried Bird,2,false,Consumables,Food,35,4
9333,Stir-Fried Bracken and Meat,2,false,Consumables,Food,35,4
9334,Light Stir-Fried Bracken and Meat,3,false,Consumables,Food,35,4
9335,Chicken Breast Salad,1,false,Consumables,Food,35,4
9336,Fresh Chicken Breast Salad,2,false,Consumables,Food,35,4
9337,Frank Sandwich,2,false,Consumables,Food,35,4
9338,High-Quality Frank Sandwich,3,false,Consumables,Food,35,4
9339,Chanterelle Stew,1,false,Consumables,Food,35,4
9340,Spicy Chanterelle Stew,2,false,Consumables,Food,35,4
9341,Chanterelle and Potato Stew,1,false,Consumables,Food,35,4
9342,Nutritious Chanterelle and Potato Stew,2,false,Consumables,Food,35,4
9343,Stir-Fried Chanterelle and Meat,1,false,Consumables,Food,35,4
9344,Hearty Stir-fried Chanterelle and Meat,2,false,Consumables,Food,35,4
9345,Chanterelle Porridge,1,false,Consumables,Food,35,4
9346,Savory Chanterelle Porridge,2,false,Consumables,Food,35,4
9349,Chanterelle Risotto,2,false,Consumables,Food,35,4
9350,Aromatic Chanterelle Risotto,3,false,Consumables,Food,35,4
9351,Citron Cider,1,false,Consumables,Food,35,4
9352,Sour Citron Cider,2,false,Consumables,Food,35,4
9355,Citron Juice,1,false,Consumables,Food,35,4
9356,Sweet Citron Juice,2,false,Consumables,Food,35,4
9357,Citron Tea,1,false,Consumables,Food,35,4
9359,Balacs Lunchbox,3,false,Consumables,Food,35,4
9360,Special Eilton Specialty Meal,3,false,Consumables,Food,35,4
9361,Pickled Citron and Onions,1,false,Consumables,Food,35,4
9362,Crisp Pickled Citron and Onions,2,false,Consumables,Food,35,4
9366,Well-brewed Mesima Tea,2,false,Consumables,Food,35,4
9367,Mesima Rice Wine,1,false,Consumables,Food,35,4
9368,Mild Mesima Rice Wine,2,false,Consumables,Food,35,4
9369,Eilton Sandwich,2,false,Consumables,Food,35,4
9370,High-quality Eilton Sandwich,3,false,Consumables,Food,35,4
9371,Mesima Chicken Soup,2,false,Consumables,Food,35,4
9376,Fruit Sherbet,3,false,Consumables,Food,35,4
9378,Citron Candy,1,false,Consumables,Food,35,4
9379,Sour Citron Candy,2,false,Consumables,Food,35,4
9401,Steak,1,false,Consumables,Food,35,4
9402,Boiled Bird Eggs,1,false,Consumables,Food,35,4
9403,Fried Bird,1,false,Consumables,Food,35,4
9404,Meat Croquette,1,false,Consumables,Food,35,4
9405,Steamed Bird,1,false,Consumables,Food,35,4
9406,Lizard Kebab,1,false,Consumables,Food,35,4
9407,Fried Fish,1,false,Consumables,Food,35,4
9408,Borscht,1,false,Consumables,Food,35,4
