mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
16110,Sharp Fluid Collector,1,false,Life Tools,Fluid Collector,40,2
16111,Sturdy Fluid Collector,2,false,Life Tools,Fluid Collector,40,2
16112,Shining Fluid Collector,3,false,Life Tools,Fluid Collector,40,2
16482,Manos Fluid Collector,4,false,Life Tools,Fluid Collector,40,2
16809,Lucky Fluid Collector,0,false,Life Tools,Fluid Collector,40,2
16810,Lucky Sharp Fluid Collector,1,false,Life Tools,Fluid Collector,40,2
16811,Lucky Sturdy Fluid Collector,2,false,Life Tools,Fluid Collector,40,2
16812,Lucky Shining Fluid Collector,3,false,Life Tools,Fluid Collector,40,2
16830,Magic Fluid Collector,3,false,Life Tools,Fluid Collector,40,2
720509,Dostter Steel Fluid Collector,2,false,Life Tools,Fluid Collector,40,2
720521,Loggia Fluid Collector,1,false,Life Tools,Fluid Collector,40,2
