mainKey,name,grade,isGodrAyed,main_category,sub_category,main_category_id,sub_category_id
16126,Sharp Pickaxe,1,false,Life Tools,Pickaxe,40,4
16127,Steel Pickaxe,2,false,Life Tools,Pickaxe,40,4
16128,Shining Steel Pickaxe,3,false,Life Tools,Pickaxe,40,4
16825,Lucky Pickaxe,0,false,Life Tools,Pickaxe,40,4
16826,Lucky Sharp Pickaxe,1,false,Life Tools,Pickaxe,40,4
16827,Lucky Steel Pickaxe,2,false,Life Tools,Pickaxe,40,4
16828,Lucky Shining Steel Pickaxe,3,false,Life Tools,Pickaxe,40,4
16832,Magic Pickaxe,3,false,Life Tools,Pickaxe,40,4
16847,Manos Pickaxe,4,false,Life Tools,Pickaxe,40,4
720512,Dostter Steel Pickaxe,2,false,Life Tools,Pickaxe,40,4
720524,Loggia Pickaxe,1,false,Life Tools,Pickaxe,40,4
